no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,hari_operasional,jam_buka,jam_tutup,catatan_jam
227,Candi Kimpulan,4.7,233,Lainnya,0.0,0.0,-7.6883712,110.4153399,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
215,Dewi Kano Tourism Village Kaligono,4.4,233,Lainnya,0.0,0.0,-7.7348214,110.0803636,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
67,ARTJOG MMXIX,4.7,223,Lainnya,0.0,0.0,-7.7996687,110.3533668,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
309,Kedung Tolok,4.3,223,Lainnya,0.0,0.0,-7.9632346,110.3838152,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
488,Gua Jepang,4.1,222,Lainnya,0.0,0.0,-7.5879932,110.4305322,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
169,Desa Wisata Wanurejo,4.4,221,Lainnya,0.0,0.0,-7.6117993,110.2179225,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
192,Cane Gardens Gendhu,4.4,219,Lainnya,0.0,0.0,-7.7435927,110.1478405,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
332,Candi Donotirto,4.4,213,Lainnya,0.0,0.0,-7.7955613,110.3612095,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
226,Candi Lumbung,4.4,213,Lainnya,0.0,0.0,-7.7481336,110.492962,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
379,Pantai Somandeng,4.5,213,Lainnya,0.0,0.0,-8.1490954,110.6101161,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
190,Series Mahogany Village Nampurejo,4.4,213,Lainnya,0.0,0.0,-7.86489,109.9833922,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
407,Pantai Nampu,4.6,211,Lainnya,0.0,0.0,-8.1837872,110.7073455,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
257,Candi Indah,4.2,205,Lainnya,0.0,0.0,-7.7447651,110.4171248,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
84,Taman Tino Sidin,4.7,204,Lainnya,0.0,0.0,-7.7995125,110.3449674,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
87,Stasiun Kereta Api Bantul,4.4,199,Lainnya,0.0,0.0,-7.887327,110.329554,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
420,Gardu Pandang Mangol Kencana,4.2,196,Lainnya,0.0,0.0,-7.8378573,110.4890534,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
243,Wisata Candi Kembar,4.5,189,Lainnya,0.0,0.0,-7.7401262,110.50544,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
409,Pantai Pasir Puncu,4.0,188,Lainnya,0.0,0.0,-7.8540573,109.9130624,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
487,Randu Ijo,4.2,187,Lainnya,0.0,0.0,-7.5657834,110.3686916,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
334,Bahasa Kopi,4.6,183,Lainnya,0.0,0.0,-7.7344993,110.3897969,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
74,Cemeti - Institute for Art and Society,4.6,182,Lainnya,0.0,0.0,-7.8177918,110.3623492,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
4,Restoe Boemi Kreo,4.5,176,Alam,0.0,0.0,-7.723671547,110.231514,Restoe Boemi Kreo sebuah rumah makan hasil karya NextDestinXction untuk masyarakat kreo,Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
471,Tourism Village Kinahrejo,4.4,176,Lainnya,0.0,0.0,-7.5816346,110.4434317,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
447,TWM ( Tebing Watu Mabur ),4.4,172,Lainnya,0.0,0.0,-7.9456084,110.4406992,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
168,Tempat Wisata Mangir,4.4,171,Lainnya,0.0,0.0,-7.9001751,110.2752732,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
504,Gabugan Tourism Village,4.4,164,Lainnya,0.0,0.0,-7.6609669,110.3797272,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
103,Pangurakan Gate,4.6,163,Lainnya,0.0,0.0,-7.8015969,110.3646114,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
17,Candi Ijo,4.7,159,Budaya dan Sejarah,5000.0,0.0,-7.783381475,110.5104366,"Candi Ijo adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram.",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
437,Wanagama 1000 Selfie (WG1000S),4.5,157,Lainnya,0.0,0.0,-7.8928168,110.5472087,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
125,Hutan Cemara Sembung,4.2,156,Lainnya,0.0,0.0,-7.8306883,110.2897089,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
153,Pakem Sari Water Park,3.7,154,Lainnya,0.0,0.0,-7.661928,110.413932,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
267,Dodogan Cultural Tourism,4.2,153,Lainnya,0.0,0.0,-7.926687,110.4825668,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
32,Goa Kalisuci,4.6,152,Lainnya,2000.0,0.0,-7.7956,110.3695,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
339,Tourism Village Mina Padi Cibuk Kidul,4.2,147,Lainnya,0.0,0.0,-7.7555134,110.3099247,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
441,Ecotourism Jatisari Seropan 3,4.3,145,Lainnya,0.0,0.0,-7.9436686,110.4440412,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
288,Eco Park Sriharjo,4.5,142,Lainnya,0.0,0.0,-7.9449846,110.4175478,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
433,Goa Sentono,4.1,140,Lainnya,0.0,0.0,-7.8129534,110.4715037,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
216,Desa Wisata Sendari,4.3,136,Lainnya,0.0,0.0,-7.7375229,110.325111,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
274,Terasiring Sriharjo,4.6,136,Lainnya,0.0,0.0,-7.9448403,110.4180764,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
254,Candi Gana,4.1,133,Lainnya,0.0,0.0,-7.7439064,110.4961559,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
333,Kampoeng Cyber Yogyakarta,4.4,133,Lainnya,0.0,0.0,-7.809384,110.3585784,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
276,Desa Wisata Pengkok,4.3,131,Lainnya,0.0,0.0,-7.8729739,110.4957781,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
106,Bangsal Magangan,4.7,129,Lainnya,0.0,0.0,-7.8087595,110.3637221,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
183,Watu Tekek,4.1,129,Lainnya,0.0,0.0,-7.6643486,110.2081121,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
114,Jetis Monument,4.2,128,Lainnya,0.0,0.0,-7.8273402,110.3253528,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
458,Tourism Village Display,4.3,128,Lainnya,0.0,0.0,-7.71528,110.3655598,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
320,Jipangan Tourism Village,4.4,127,Lainnya,0.0,0.0,-7.8548212,110.3277628,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
401,Pantai Bukit Indah Nampu,4.4,125,Lainnya,0.0,0.0,-8.1840158,110.7081369,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
244,Candi Siwa,4.5,121,Lainnya,0.0,0.0,-7.7520327,110.4912079,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
188,Geger Menjangan,4.1,121,Lainnya,0.0,0.0,-7.6993041,110.0306903,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
404,Pantai Segoro Kidul,4.3,120,Lainnya,0.0,0.0,-7.996434,110.2414412,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
64,Museum dan Tanah Liat,4.6,116,Lainnya,0.0,0.0,-7.8200451,110.3394857,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
91,Tugu Jam,4.5,116,Lainnya,0.0,0.0,-7.8064821,110.3630733,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
390,Pantai Ngrawah,4.5,114,Lainnya,0.0,0.0,-8.1250824,110.5202032,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
329,Tourism Village Mlangi,4.7,114,Lainnya,0.0,0.0,-7.7622125,110.3313254,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
424,Between Two Gates,4.6,108,Lainnya,0.0,0.0,-7.8309782,110.3992208,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
199,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",4.3,108,Lainnya,0.0,0.0,-7.7479509,110.1903153,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
62,Museum Sonobudoyo Unit II,4.7,107,Lainnya,0.0,0.0,-7.8040124,110.366348,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
57,Sonobudoyo State Museum Unit II,4.7,107,Lainnya,0.0,0.0,-7.8040124,110.366348,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
238,Brahma Temple,4.5,103,Lainnya,0.0,0.0,-7.7523837,110.4912216,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
492,Tradisional Park,4.3,102,Lainnya,0.0,0.0,-7.6286063,110.4252096,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
454,Air Terjun Banyu Nibo,4.3,99,Lainnya,0.0,0.0,-7.9033828,110.4572075,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
133,Obelix Hills Sunset View,4.6,99,Lainnya,0.0,0.0,-7.8070316,110.5215714,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
448,Goa Jepang Pengklik,4.4,96,Lainnya,0.0,0.0,-7.8037677,110.4779306,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
375,Pantai Ngluwen,4.5,96,Lainnya,0.0,0.0,-8.1140054,110.4898614,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
201,Desa Wisata Malangan,4.4,95,Lainnya,0.0,0.0,-7.7586856,110.2533026,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
408,pantai Trisik,3.9,94,Lainnya,0.0,0.0,-7.9673349,110.182607,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
236,Karangnongko Temple,4.1,93,Lainnya,0.0,0.0,-7.6771502,110.5569914,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
189,Watu Kendhil,4.3,93,Lainnya,0.0,0.0,-7.6353212,110.2147341,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
123,Gazebo Fakultas Pertanian UGM,4.5,91,Lainnya,0.0,0.0,-7.7682109,110.3813503,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
331,Dewi Rawe,4.5,89,Lainnya,0.0,0.0,-7.7514803,110.3352759,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
191,Embung KP,4.3,87,Lainnya,0.0,0.0,-7.6588773,110.235082,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
307,Geopark Gunung Sewu,4.4,85,Lainnya,0.0,0.0,-7.8475299,110.4795506,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
219,Goa Payaman,4.2,84,Lainnya,0.0,0.0,-7.8346264,110.258599,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
394,Pantai Watunene,4.6,84,Lainnya,0.0,0.0,-8.1594636,110.6292219,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
435,Desa Wisata Nawung,4.3,81,Lainnya,0.0,0.0,-7.8202819,110.5425329,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
242,Kadisoka Temple,3.8,81,Lainnya,0.0,0.0,-7.7553303,110.4459721,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
473,Kampung Wisata Tanen | KAWITAN,4.4,80,Lainnya,0.0,0.0,-7.6270688,110.4201728,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
508,MANGGALIA INDAH,3.9,80,Lainnya,0.0,0.0,-7.5915194,110.5074483,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
453,Desa Wisata Batur,4.4,79,Lainnya,0.0,0.0,-7.8597347,110.5498557,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
60,Museum Rs Mata Dr Yap,4.5,79,Lainnya,0.0,0.0,-7.780141,110.3741398,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
352,Government Tourist Information Center,4.6,77,Lainnya,0.0,0.0,-7.7953215,110.3657371,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
61,Museum Geoteknologi Mineral,4.5,72,Lainnya,0.0,0.0,-7.7816997,110.4146097,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
261,Unit Office Taman Wisata Candi Prambanan,4.6,72,Lainnya,0.0,0.0,-7.7541053,110.4928588,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
235,Perwara Temple,4.4,70,Lainnya,0.0,0.0,-7.7516703,110.4921881,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
489,Tourism Village Srowolan,4.3,70,Lainnya,0.0,0.0,-7.6663773,110.3858213,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
233,Candi Morangan,4.3,68,Lainnya,0.0,0.0,-7.6848173,110.4694913,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
482,Tourism Village Bokesan,4.4,68,Lainnya,0.0,0.0,-7.706782,110.4742429,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
348,Lava Tour Merapi,4.8,67,Lainnya,0.0,0.0,-7.7531441,110.3473714,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
202,Tuk Si Bedug,4.5,67,Lainnya,0.0,0.0,-7.7343858,110.3004508,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
405,Pantai Baru,4.3,66,Lainnya,0.0,0.0,-8.1338843,110.5510278,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
501,WISATA DESA WATU LEDHEK,4.3,61,Lainnya,0.0,0.0,-7.7162707,110.3898193,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
197,Wisata Alam Pos Mati,4.3,57,Lainnya,0.0,0.0,-7.6264157,110.1789032,Wisata yang menyajikan pemandangan menarik dari atas bukit,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
245,Morangan Temple,4.1,55,Lainnya,0.0,0.0,-7.6848728,110.4695674,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
63,Sekretariat Sementara Museum Anak Kolong Tangga,4.4,55,Lainnya,0.0,0.0,-7.8187216,110.3646999,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
491,Taman wisata merapi garden Cangkringan,4.5,53,Lainnya,0.0,0.0,-7.58728,110.442803,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
263,Mesjid Ldii Kelompok Candi,4.6,51,Lainnya,0.0,0.0,-7.6995786,110.4132218,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
268,Kalinampu Natural Park,4.2,49,Lainnya,0.0,0.0,-7.968594,110.3473611,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
157,Brug Londho River Track,3.9,48,Lainnya,0.0,0.0,-7.7064216,110.4195737,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
111,Monument obelisk 1 Century of Muhammadiyah,4.4,48,Lainnya,0.0,0.0,-7.8131132,110.3221465,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
445,OMAH ELABU,4.3,48,Lainnya,0.0,0.0,-7.8499751,110.4795727,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
306,Watu Loncat,4.5,46,Lainnya,0.0,0.0,-7.8763184,110.4524533,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
438,Watu Loncat,4.5,46,Lainnya,0.0,0.0,-7.8763184,110.4524533,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
403,Pantai Imorenggo,4.4,45,Lainnya,0.0,0.0,-7.9658312,110.1824816,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
282,Sungai Oya,4.7,45,Lainnya,0.0,0.0,-7.9539315,110.4246111,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
326,Tourism Village Pandeyan,4.6,44,Lainnya,0.0,0.0,-7.814481,110.386165,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
187,Wisata Taman Kelinci Borobudur,4.8,44,Lainnya,0.0,0.0,-7.6223711,110.2216511,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
356,JOGJA TREVELING,4.9,43,Lainnya,0.0,0.0,-7.7654126,110.3422458,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
451,Spot Pintoe Langit Dahromo,4.6,43,Lainnya,0.0,0.0,-7.9121203,110.4365253,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
144,TeknoPark Mega Andalan,4.5,43,Lainnya,0.0,0.0,-7.803753,110.4830177,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
316,Tourism Village Duchy,4.4,43,Lainnya,0.0,0.0,-7.806093,110.35831,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
179,Sukmojoyo Hill,4.6,42,Lainnya,0.0,0.0,-7.6301034,110.1752282,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
507,Patung Monyet Kaliurang,4.3,41,Lainnya,0.0,0.0,-7.5999674,110.4294736,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
509,KAWIDASRI,4.4,40,Lainnya,0.0,0.0,-7.6372592,110.3891213,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
386,Nglangkap Beach,4.3,39,Lainnya,0.0,0.0,-8.1107366,110.479256,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
240,Taman Wisata Candi Sojiwan,4.5,38,Lainnya,0.0,0.0,-7.7604197,110.4955436,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
248,Candi Wisnu,4.5,37,Lainnya,0.0,0.0,-7.751692,110.4912105,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
141,Kampung Wisata Sosromenduran,4.0,36,Lainnya,0.0,0.0,-7.79219,110.362151,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
354,Guide Francophone et Chauffeur de Voiture Privé de Voyage Yogyakarta Java Indonésie,5.0,34,Lainnya,0.0,0.0,-7.8206473,110.3773068,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
385,Pantai Botorubuh,4.6,34,Lainnya,0.0,0.0,-8.2003473,110.7082335,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
231,Candi Dawangsari,4.3,33,Lainnya,0.0,0.0,-7.7743486,110.4973873,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
262,Ijo Temple Wooden Mosque,4.4,33,Lainnya,0.0,0.0,-7.7847528,110.5128442,"Pasoedjoedan Al Liwung atau yang dikenal dengan Masjid Candi Ijod merupakan masjid yang didirikan tidak jauh dari candi ijo. Dimana kita ketahui, Candi ijo merupakan candi tertinggi di Yogyakarta. Masjid ini berciri khas bangunan tradisional modern, dengan sentuhan ornamen kayu jati. Masjid ini didesain sedemikian rupa, sehingga pengunjung khusus nya yg ingin beribadah merasakan kenyaman alamiah. Dari masjid ini juga bisa dilihat pemandangan hamparan kota Yogyakarta dan khususnya bandara adi sucipto. Bangunan masjid yg didesain terbuka menjadikan seolah beribadah menyatu dgn alam.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
305,Gua Permoni,4.3,32,Lainnya,0.0,0.0,-7.8796951,110.3965111,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
142,Kampung Wisata Rejowinangun,4.3,31,Lainnya,0.0,0.0,-7.8152776,110.3988359,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
474,Tawangrejo Agro Tourism,4.4,31,Lainnya,0.0,0.0,-7.6354887,110.4032545,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
402,Bukit Gunung Kidul Pantai Indrayanti,4.7,30,Lainnya,0.0,0.0,-8.1501214,110.6121077,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
122,Pemancingan Sungkono,3.6,30,Lainnya,0.0,0.0,-7.9436745,110.2288385,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
127,Gantangan Lomba Burung New POSJAKAL,4.7,27,Lainnya,0.0,0.0,-7.7459912,110.3916566,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
128,Kids Fun - Blaster Boat,4.2,27,Lainnya,0.0,0.0,-7.8285087,110.4400289,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
130,Kids Fun - Arung Jeram,4.4,26,Lainnya,0.0,0.0,-7.8285622,110.4412651,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
119,THR Gabusan Square,3.8,26,Lainnya,0.0,0.0,-7.8773087,110.3520114,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
92,Gedung Jefferson,4.2,25,Lainnya,0.0,0.0,-7.7832145,110.3658164,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
